date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type,menu_complexity,crowd_density,cost_per_kg,total_food_cost,waste_cost
2023-02-01,Wednesday,Cloudy,226,Fest,121.61,105.69,15.92,Lunch,Medium,0.6457142857142857,73.12399384739355,8892.608891781529,1164.1339820505052
2023-02-02,Thursday,Sunny,253,Fest,119.52,102.7,16.83,Dinner,Medium,0.7228571428571429,82.41358158925135,9850.071271547322,1387.0205781471002
2023-02-03,Friday,Cloudy,257,Sports Day,118.45,93.91,24.54,Lunch,Simple,0.7342857142857143,79.33383640010453,9397.092921592382,1946.852345258565
2023-02-04,Saturday,Cloudy,328,Seminar,164.4,153.75,10.66,Dinner,Simple,0.9371428571428572,91.69760030268087,15075.085489760735,977.496419226578
2023-02-05,Sunday,Sunny,216,,88.93,70.73,18.21,Dinner,Medium,0.6171428571428571,108.49063777947886,9648.072417729056,1975.6145139643102
2023-02-06,Monday,Humid,316,Fest,167.56,130.39,37.17,Dinner,Complex,0.9028571428571428,70.22986695512003,11767.716506999912,2610.4441547218116
2023-02-07,Tuesday,Rainy,317,Sports Day,189.35,146.22,43.13,Breakfast,Complex,0.9057142857142857,36.80259628656336,6968.571606860772,1587.2959778394777
2023-02-08,Wednesday,Rainy,290,Seminar,165.59,128.38,37.21,Lunch,Complex,0.8285714285714286,70.40354995205004,11658.123836559967,2619.7160937157823
2023-02-09,Thursday,Cloudy,251,Fest,145.53,122.45,23.08,Dinner,Simple,0.7171428571428572,73.4310643908172,10686.422800795626,1694.788966140061
2023-02-10,Friday,Humid,236,,116.26,105.41,10.85,Dinner,Complex,0.6742857142857143,74.09588950352506,8614.388113679823,803.9404011132468
2023-02-11,Saturday,Rainy,402,Fest,178.76,136.43,42.33,Dinner,Simple,1.1485714285714286,87.32792996834124,15610.740761140678,3696.5912755598843
2023-02-12,Sunday,Rainy,319,Fest,155.98,130.27,25.71,Dinner,Complex,0.9114285714285715,96.94620742191432,15121.669433670195,2492.4869928174176
2023-02-13,Monday,Humid,379,Sports Day,195.07,161.14,33.92,Breakfast,Simple,1.082857142857143,35.728087907158304,6969.47810804937,1211.8967418108098
2023-02-14,Tuesday,Sunny,234,Seminar,123.43,102.03,21.4,Breakfast,Simple,0.6685714285714286,42.41336044272561,5235.081079445623,907.645913474328
2023-02-15,Wednesday,Humid,229,Sports Day,93.6,84.76,8.84,Dinner,Medium,0.6542857142857142,84.9411119569971,7950.488079174928,750.8794296998544
2023-02-16,Thursday,Sunny,298,Sports Day,175.35,136.9,38.45,Breakfast,Medium,0.8514285714285714,49.58703991469636,8695.087449042006,1906.6216847200753
2023-02-17,Friday,Cloudy,369,Sports Day,180.14,138.84,41.3,Dinner,Complex,1.0542857142857143,70.77185720493513,12748.842356897014,2922.8777025638205
2023-02-18,Saturday,Humid,175,,96.1,90.56,5.54,Lunch,Simple,0.5,80.90732287132649,7775.193727934475,448.2265687071487
2023-02-19,Sunday,Cloudy,236,Sports Day,133.6,121.86,11.74,Breakfast,Simple,0.6742857142857143,49.01716770089163,6548.693604839122,575.4615488084678
2023-02-20,Monday,Humid,357,Seminar,163.61,128.01,35.6,Lunch,Medium,1.02,70.92487499610274,11604.01879811237,2524.925549861258
2023-02-21,Tuesday,Rainy,244,Fest,114.19,98.37,15.82,Lunch,Medium,0.6971428571428572,73.45043333706569,8387.304982759531,1161.9858553923793
2023-02-22,Wednesday,Rainy,407,Seminar,242.16,212.68,29.48,Dinner,Simple,1.1628571428571428,89.16099960995874,21591.22766554761,2628.4662685015837
2023-02-23,Thursday,Cloudy,254,Seminar,138.18,118.19,19.98,Lunch,Simple,0.7257142857142858,71.13636998229015,9829.623604152854,1421.3046722461572
2023-02-24,Friday,Humid,260,,126.01,118.47,7.54,Breakfast,Complex,0.7428571428571429,48.736529596236664,6141.290094421783,367.47343315562443
2023-02-25,Saturday,Cloudy,269,Sports Day,150.73,120.7,30.03,Dinner,Medium,0.7685714285714286,94.87427079275609,14300.398836592125,2849.0743519064654
2023-02-26,Sunday,Sunny,387,Sports Day,214.76,200.09,14.66,Breakfast,Simple,1.1057142857142856,47.734806722543674,10251.527091733478,699.7922665524902
2023-02-27,Monday,Rainy,365,Seminar,180.57,165.08,15.49,Lunch,Complex,1.042857142857143,82.74606522836864,14941.456998286523,1281.7365503874303
2023-02-28,Tuesday,Rainy,163,,76.41,71.08,5.33,Dinner,Medium,0.4657142857142857,77.93129936492772,5954.730584474127,415.3738256150648
2023-03-01,Wednesday,Cloudy,321,,158.74,134.87,23.86,Dinner,Medium,0.9171428571428571,93.79957058194145,14889.743834177387,2238.057754085123
2023-03-02,Thursday,Cloudy,265,Fest,119.36,105.87,13.5,Lunch,Simple,0.7571428571428571,88.00798182705026,10504.632710876718,1188.1077546651784
2023-03-03,Friday,Cloudy,223,Seminar,128.71,99.0,29.71,Dinner,Simple,0.6371428571428571,70.03903284686305,9014.723917719744,2080.8596658803012
2023-03-04,Saturday,Humid,370,Fest,206.35,186.43,19.92,Breakfast,Complex,1.0571428571428572,36.87581360428178,7609.324137243545,734.5662069972932
2023-03-05,Sunday,Humid,346,Sports Day,170.98,147.03,23.95,Breakfast,Complex,0.9885714285714285,40.49492143121232,6923.821666308682,969.853368277535
2023-03-06,Monday,Cloudy,396,Fest,182.89,150.92,31.97,Breakfast,Simple,1.1314285714285715,48.594076017302534,8887.370562804459,1553.552610273162
2023-03-07,Tuesday,Humid,267,Seminar,115.87,107.77,8.1,Dinner,Medium,0.7628571428571429,95.09302064470421,11018.428302101878,770.2534672221041
2023-03-08,Wednesday,Sunny,342,Sports Day,201.21,153.5,47.71,Breakfast,Simple,0.9771428571428571,35.514193353648466,7145.810844687608,1694.3821649025683
2023-03-09,Thursday,Rainy,313,Seminar,134.15,112.82,21.33,Lunch,Simple,0.8942857142857142,67.26818689206257,9024.027271570194,1434.8304264076946
2023-03-10,Friday,Cloudy,250,,101.42,86.47,14.94,Breakfast,Complex,0.7142857142857143,45.12677243198543,4576.7572600519625,674.1939801338623
2023-03-11,Saturday,Cloudy,299,Seminar,125.8,110.78,15.01,Lunch,Simple,0.8542857142857143,88.59379197856029,11145.099030902884,1329.79281759819
2023-03-12,Sunday,Cloudy,352,Sports Day,195.33,175.76,19.56,Lunch,Simple,1.0057142857142858,88.3416488926776,17255.774278206714,1727.9626523407737
2023-03-13,Monday,Cloudy,305,Fest,155.35,138.82,16.54,Lunch,Simple,0.8714285714285714,80.76112108378851,12546.240160366544,1335.788942725862
2023-03-14,Tuesday,Humid,350,,178.33,140.82,37.51,Dinner,Medium,1.0,81.27218912913014,14493.26948739778,3048.5198142336712
2023-03-15,Wednesday,Humid,334,Sports Day,164.11,124.13,39.98,Breakfast,Complex,0.9542857142857143,42.767023072088456,7018.496156360437,1709.8255824220964
2023-03-16,Thursday,Sunny,269,Fest,136.35,116.5,19.86,Dinner,Complex,0.7685714285714286,96.58369841985623,13169.187279547397,1918.1522506183449
2023-03-17,Friday,Humid,274,Fest,161.73,130.28,31.45,Dinner,Simple,0.7828571428571428,97.2647331244435,15730.625288216246,3058.9758567637477
2023-03-18,Saturday,Humid,251,Fest,102.86,96.02,6.83,Breakfast,Simple,0.7171428571428572,43.196178670386956,4443.158938036002,295.02990031874293
2023-03-19,Sunday,Cloudy,273,Fest,155.31,146.92,8.39,Lunch,Complex,0.78,61.04797610486102,9481.361168845966,512.192519519784
2023-03-20,Monday,Rainy,325,Fest,151.75,115.63,36.12,Lunch,Complex,0.9285714285714286,70.40241894949556,10683.56707558595,2542.935372455779
2023-03-21,Tuesday,Cloudy,392,Seminar,212.91,189.77,23.14,Breakfast,Medium,1.12,44.111653973474986,9391.812247492559,1020.7436729462112
2023-03-22,Wednesday,Sunny,277,Fest,127.58,100.91,26.67,Breakfast,Medium,0.7914285714285715,36.72908901230038,4685.897176189282,979.5648039580511
2023-03-23,Thursday,Humid,259,Sports Day,138.76,128.26,10.51,Dinner,Simple,0.74,92.23621718946936,12798.697497210767,969.402642661323
2023-03-24,Friday,Sunny,341,,203.81,192.98,10.84,Dinner,Complex,0.9742857142857143,108.12388803075743,22036.72961954867,1172.0629462534105
2023-03-25,Saturday,Rainy,285,,169.31,152.24,17.07,Dinner,Medium,0.8142857142857143,80.07832937505893,13558.061946491227,1366.937082432256
2023-03-26,Sunday,Rainy,307,,151.61,142.52,9.09,Breakfast,Simple,0.8771428571428571,35.25329739037196,5344.752417354293,320.45247327848114
2023-03-27,Monday,Humid,319,,137.54,127.51,10.03,Dinner,Complex,0.9114285714285715,96.06150327909546,13212.29916100679,963.4968778893274
2023-03-28,Tuesday,Rainy,383,Seminar,176.95,135.71,41.24,Breakfast,Medium,1.0942857142857143,37.65037362970369,6662.233613776067,1552.7014084889802
2023-03-29,Wednesday,Cloudy,291,Fest,138.7,122.52,16.18,Dinner,Simple,0.8314285714285714,79.6998385790758,11054.367610917812,1289.5433882094464
2023-03-30,Thursday,Cloudy,193,Sports Day,115.77,89.1,26.66,Breakfast,Simple,0.5514285714285714,35.541620795555374,4114.653439501446,947.5396104095063
2023-03-31,Friday,Humid,271,,158.37,139.64,18.73,Lunch,Complex,0.7742857142857142,83.14095078333095,13167.032375556122,1557.2300081717888
2023-04-01,Saturday,Cloudy,309,,136.85,112.46,24.38,Breakfast,Medium,0.8828571428571429,49.66738664809392,6796.981862791652,1210.8908864805296
2023-04-02,Sunday,Cloudy,359,Seminar,186.45,169.9,16.55,Lunch,Medium,1.0257142857142858,63.06967247158592,11759.340432327193,1043.803079404747
2023-04-03,Monday,Humid,238,Sports Day,132.67,118.4,14.27,Lunch,Medium,0.68,72.16672141625995,9574.358930295206,1029.8191146100294
2023-04-04,Tuesday,Humid,280,,159.94,150.68,9.26,Dinner,Medium,0.8,90.96056726065179,14548.233127668647,842.2948528336356
2023-04-05,Wednesday,Rainy,244,Seminar,127.99,115.21,12.78,Breakfast,Medium,0.6971428571428572,39.29589083660047,5029.481068176494,502.201484891754
2023-04-06,Thursday,Cloudy,369,Fest,212.23,198.21,14.03,Lunch,Simple,1.0542857142857143,64.18193194266956,13621.331416192761,900.472505155654
2023-04-07,Friday,Humid,247,Fest,102.12,85.57,16.55,Breakfast,Complex,0.7057142857142857,35.64703124205472,3640.2748304386287,589.9583670560057
2023-04-08,Saturday,Cloudy,208,,91.72,70.64,21.08,Dinner,Simple,0.5942857142857143,88.79012767827392,8143.8305106512835,1871.695891458014
2023-04-09,Sunday,Cloudy,288,Sports Day,126.29,118.98,7.31,Breakfast,Medium,0.8228571428571428,41.89579000900397,5291.019320237111,306.258224965819
2023-04-10,Monday,Cloudy,295,Fest,142.65,116.08,26.58,Lunch,Simple,0.8428571428571429,81.51297708642171,11627.826181378057,2166.614930957089
2023-04-11,Tuesday,Cloudy,346,,193.3,167.09,26.21,Dinner,Complex,0.9885714285714285,80.04966739955907,15473.600708334769,2098.1017825424433
2023-04-12,Wednesday,Rainy,376,Seminar,216.03,163.36,52.67,Breakfast,Complex,1.0742857142857143,45.04231141351373,9730.49053466137,2372.3785421497682
2023-04-13,Thursday,Cloudy,297,,125.84,110.7,15.14,Breakfast,Simple,0.8485714285714285,39.89752956385323,5020.705120315291,604.048597596738
2023-04-14,Friday,Sunny,202,Sports Day,96.3,90.83,5.47,Lunch,Complex,0.5771428571428572,76.46557445375858,7363.634819896951,418.2666922620594
2023-04-15,Saturday,Cloudy,266,,135.96,126.82,9.14,Dinner,Medium,0.76,93.66376775937267,12734.52586456431,856.0868373206663
2023-04-16,Sunday,Humid,273,,122.03,106.55,15.48,Lunch,Complex,0.78,79.071442714351,9649.088154432251,1224.0259332181533
2023-04-17,Monday,Rainy,270,,143.97,124.82,19.15,Lunch,Simple,0.7714285714285715,81.22536943122445,11694.016437013384,1555.4658246079482
2023-04-18,Tuesday,Rainy,304,Seminar,126.54,118.25,8.28,Lunch,Complex,0.8685714285714285,87.47070156657797,11068.542576234777,724.2574089712656
2023-04-19,Wednesday,Rainy,304,Seminar,164.89,129.9,34.99,Breakfast,Simple,0.8685714285714285,48.80608018916581,8047.63456239155,1707.7247458189117
2023-04-20,Thursday,Humid,306,Seminar,125.35,100.07,25.28,Dinner,Medium,0.8742857142857143,99.33029051685534,12451.051916287817,2511.069744266103
2023-04-21,Friday,Sunny,244,Sports Day,117.54,106.36,11.18,Dinner,Medium,0.6971428571428572,106.04459939889043,12464.482213345582,1185.578621279595
2023-04-22,Saturday,Rainy,274,Sports Day,141.53,130.62,10.92,Lunch,Complex,0.7828571428571428,65.86434562797984,9321.780836727987,719.2386542575399
2023-04-23,Sunday,Humid,263,Sports Day,148.33,117.36,30.97,Lunch,Simple,0.7514285714285714,84.45114205847732,12526.63790153394,2615.4518695510424
2023-04-24,Monday,Humid,223,,95.86,74.81,21.05,Breakfast,Complex,0.6371428571428571,41.438414203404896,3972.2863855383935,872.278618981673
2023-04-25,Tuesday,Rainy,395,Seminar,236.07,202.59,33.48,Dinner,Medium,1.1285714285714286,109.18429259762922,25775.13595352233,3655.490116168626
2023-04-26,Wednesday,Humid,222,,100.95,90.06,10.89,Breakfast,Complex,0.6342857142857142,44.94618366555697,4537.317241037977,489.46394011791546
2023-04-27,Thursday,Humid,230,Fest,110.42,96.4,14.02,Breakfast,Medium,0.6571428571428571,40.25697663386038,4445.175359910863,564.4028124067225
2023-04-28,Friday,Humid,311,,171.42,144.27,27.14,Lunch,Simple,0.8885714285714286,79.35254713723225,13602.613630264352,2153.628129304483
2023-04-29,Saturday,Humid,282,Fest,124.78,98.41,26.37,Breakfast,Medium,0.8057142857142857,37.01317427852868,4618.5038864748085,976.0374057248014
2023-04-30,Sunday,Humid,234,,105.31,79.22,26.09,Lunch,Simple,0.6685714285714286,72.734172174978,7659.635671746933,1897.634552045176
2023-05-01,Monday,Cloudy,314,,164.04,132.68,31.36,Breakfast,Complex,0.8971428571428571,47.49942668895239,7791.80595405575,1489.582020965547
2023-05-02,Tuesday,Humid,243,Fest,109.76,87.09,22.67,Lunch,Medium,0.6942857142857143,71.65434668948818,7864.781092638223,1624.4040394506972
2023-05-03,Wednesday,Sunny,363,Sports Day,201.75,170.62,31.13,Lunch,Medium,1.0371428571428571,68.29979096159578,13779.482826501948,2126.1724926344764
2023-05-04,Thursday,Humid,323,,155.21,118.91,36.3,Dinner,Complex,0.9228571428571428,93.36013799336803,14490.427017950653,3388.973009159259
2023-05-05,Friday,Cloudy,338,Seminar,158.93,142.07,16.86,Breakfast,Medium,0.9657142857142857,36.10350438424423,5737.929951787936,608.7050839183578
2023-05-06,Saturday,Cloudy,314,Seminar,180.95,141.03,39.92,Breakfast,Simple,0.8971428571428571,42.28158113806335,7650.852106932563,1687.880719031489
2023-05-07,Sunday,Humid,291,Fest,140.35,106.28,34.07,Dinner,Complex,0.8314285714285714,71.28768346905827,10005.226374882328,2428.771375790815
2023-05-08,Monday,Humid,367,Fest,152.77,121.44,31.33,Breakfast,Medium,1.0485714285714285,37.82908099832515,5779.1487041141345,1185.185107677527
2023-05-09,Tuesday,Humid,189,,102.36,92.11,10.25,Breakfast,Complex,0.54,39.720530793553934,4065.793532028181,407.13544063392783
2023-05-10,Wednesday,Humid,252,Seminar,105.22,98.84,6.37,Dinner,Complex,0.72,99.22750018256704,10440.717569209704,632.0791761629521
2023-05-11,Thursday,Cloudy,287,Sports Day,168.48,155.34,13.14,Lunch,Simple,0.82,79.08853075078834,13324.835660892819,1039.2232940653587
2023-05-12,Friday,Sunny,265,Sports Day,140.09,122.82,17.26,Lunch,Complex,0.7571428571428571,65.12364954986404,9123.172065440454,1124.0341912306535
2023-05-13,Saturday,Sunny,338,Sports Day,170.98,138.29,32.7,Breakfast,Medium,0.9657142857142857,48.19894101699106,8241.05493508513,1576.1053712556077
2023-05-14,Sunday,Humid,153,,62.31,47.34,14.97,Breakfast,Complex,0.43714285714285717,40.93048616046587,2550.3785926586283,612.7293778221741
2023-05-15,Monday,Humid,371,Sports Day,196.57,162.45,34.12,Lunch,Complex,1.06,77.08573163548083,15152.742267586465,2630.1651634026057
2023-05-16,Tuesday,Rainy,357,Sports Day,175.03,159.39,15.64,Dinner,Medium,1.02,98.64669537418571,17266.131091343726,1542.8343156522646
2023-05-17,Wednesday,Humid,189,,79.0,60.48,18.52,Dinner,Medium,0.54,105.8488484565558,8362.059028067908,1960.3206734154135
2023-05-18,Thursday,Rainy,223,Fest,116.84,101.27,15.57,Lunch,Simple,0.6371428571428571,80.77662571852561,9437.940948952531,1257.6920624374438
2023-05-19,Friday,Humid,289,Fest,151.56,142.17,9.39,Dinner,Medium,0.8257142857142857,99.28405052523082,15047.490697603984,932.2772344319175
2023-05-20,Saturday,Cloudy,296,Fest,144.87,119.05,25.82,Lunch,Complex,0.8457142857142858,65.53423452629039,9493.94455582369,1692.0939354688178
2023-05-21,Sunday,Humid,326,Sports Day,137.68,112.14,25.55,Lunch,Simple,0.9314285714285714,75.6347883609991,10413.397661542356,1932.468842623527
2023-05-22,Monday,Sunny,224,Seminar,95.78,82.99,12.79,Dinner,Medium,0.64,75.00794417273451,7184.260892864511,959.3516059692744
2023-05-23,Tuesday,Humid,197,,79.1,65.91,13.19,Dinner,Simple,0.5628571428571428,105.24218455537732,8324.656798330345,1388.1444142854268
2023-05-24,Wednesday,Cloudy,212,Fest,86.24,72.04,14.2,Dinner,Complex,0.6057142857142858,106.21575890017681,9160.047047551247,1508.2637763825105
2023-05-25,Thursday,Sunny,387,Sports Day,157.48,125.93,31.55,Breakfast,Medium,1.1057142857142856,39.47348174502191,6216.28390520605,1245.3883490554413
2023-05-26,Friday,Cloudy,346,Fest,186.59,164.59,22.0,Breakfast,Simple,0.9885714285714285,42.99742851326851,8022.890186290771,945.9434272919073
2023-05-27,Saturday,Sunny,333,Sports Day,134.75,111.85,22.9,Lunch,Complex,0.9514285714285714,68.86941313681979,9280.153420186467,1577.109560833173
2023-05-28,Sunday,Humid,150,,86.03,74.18,11.85,Lunch,Medium,0.42857142857142855,61.509559851953455,5291.667434063555,728.8882842456484
2023-05-29,Monday,Sunny,320,Seminar,170.06,142.32,27.74,Dinner,Simple,0.9142857142857143,78.26002787051416,13308.90033965964,2170.9331731280627
2023-05-30,Tuesday,Cloudy,385,Fest,180.15,155.79,24.36,Breakfast,Simple,1.1,48.66963954107977,8767.83556332552,1185.592419220703
2023-05-31,Wednesday,Sunny,307,Seminar,140.77,112.96,27.81,Breakfast,Complex,0.8771428571428571,43.85278700093979,6173.156826122295,1219.5460064961355
2023-06-01,Thursday,Humid,371,Seminar,178.2,157.74,20.46,Dinner,Medium,1.06,97.8331152220826,17433.86113257512,2001.66553744381
2023-06-02,Friday,Humid,177,,72.27,67.31,4.95,Dinner,Complex,0.5057142857142857,99.77236369120547,7210.5487239634185,493.8732002714671
2023-06-03,Saturday,Cloudy,290,,147.94,134.69,13.25,Lunch,Simple,0.8285714285714286,71.62593780459777,10596.341238812194,949.0436759109205
2023-06-04,Sunday,Cloudy,352,Sports Day,204.82,177.86,26.96,Dinner,Medium,1.0057142857142858,73.93138804550222,15142.626899479763,1993.1902217067397
2023-06-05,Monday,Humid,264,Seminar,157.69,143.85,13.84,Dinner,Simple,0.7542857142857143,87.34962761243665,13774.162778205135,1208.9188461561232
2023-06-06,Tuesday,Cloudy,263,Sports Day,143.54,108.33,35.21,Lunch,Complex,0.7514285714285714,80.1057632560335,11498.381257771047,2820.5239242449397
2023-06-07,Wednesday,Rainy,401,Fest,194.19,167.56,26.63,Breakfast,Simple,1.1457142857142857,41.13903789010024,7988.789767878566,1095.5325790133693
2023-06-08,Thursday,Humid,251,Fest,115.85,88.08,27.78,Dinner,Medium,0.7171428571428572,105.50022708679558,12222.201308005267,2930.7963084711814
2023-06-09,Friday,Humid,186,,74.81,63.34,11.47,Breakfast,Medium,0.5314285714285715,40.978806418694646,3065.6245081825464,470.02690962242764
2023-06-10,Saturday,Rainy,397,Fest,177.01,165.39,11.61,Dinner,Complex,1.1342857142857143,102.73676946106872,18185.435562303774,1192.7738934430079
2023-06-11,Sunday,Humid,349,Seminar,208.79,183.78,25.01,Dinner,Simple,0.9971428571428571,97.46500360387847,20349.718102453786,2437.5997401330005
2023-06-12,Monday,Cloudy,412,Sports Day,232.67,181.31,51.36,Lunch,Complex,1.177142857142857,62.80498897530138,14612.836784883371,3225.664233771479
2023-06-13,Tuesday,Rainy,326,,149.26,117.51,31.76,Breakfast,Simple,0.9314285714285714,44.7199832524892,6674.9047002665375,1420.306668099057
2023-06-14,Wednesday,Rainy,262,Sports Day,130.37,119.21,11.17,Lunch,Simple,0.7485714285714286,84.464087971111,11011.583148793741,943.4638626373098
2023-06-15,Thursday,Humid,306,Seminar,181.69,160.23,21.46,Lunch,Complex,0.8742857142857143,84.53199628808596,15358.618405582338,1814.056640342325
2023-06-16,Friday,Humid,345,Sports Day,139.23,130.0,9.23,Lunch,Medium,0.9857142857142858,85.6262167112604,11921.738152708784,790.3299802449335
2023-06-17,Saturday,Humid,389,Seminar,229.68,196.24,33.44,Lunch,Complex,1.1114285714285714,65.59497850584948,15065.85466322351,2193.4960812356067
2023-06-18,Sunday,Cloudy,412,Sports Day,244.6,190.55,54.06,Dinner,Medium,1.177142857142857,107.03684630395597,26181.21260594763,5786.41191119186
2023-06-19,Monday,Cloudy,345,Seminar,196.43,164.49,31.94,Lunch,Complex,0.9857142857142858,79.53218812867462,15622.507714115556,2540.2580888298676
2023-06-20,Tuesday,Cloudy,216,Seminar,125.21,113.71,11.5,Breakfast,Medium,0.6171428571428571,47.41524596574997,5936.862947371553,545.2753286061246
2023-06-21,Wednesday,Humid,304,,171.49,160.08,11.41,Dinner,Medium,0.8685714285714285,88.63175900929008,15199.460352503156,1011.2883702959998
2023-06-22,Thursday,Sunny,312,Seminar,132.65,105.77,26.87,Lunch,Complex,0.8914285714285715,67.92478047275468,9010.222129710908,1825.1388513029183
2023-06-23,Friday,Cloudy,396,Fest,166.61,144.58,22.03,Lunch,Simple,1.1314285714285715,87.38689849903747,14559.531158924634,1925.1333739337956
2023-06-24,Saturday,Cloudy,354,Fest,171.71,138.43,33.28,Dinner,Simple,1.0114285714285713,84.52659211752007,14514.061132499372,2813.044985671068
2023-06-25,Sunday,Humid,350,Seminar,209.55,172.44,37.11,Dinner,Simple,1.0,78.8777006912322,16528.82217984771,2927.151472651627
2023-06-26,Monday,Cloudy,238,Fest,130.15,106.59,23.56,Breakfast,Medium,0.68,40.764003287987244,5305.43502793154,960.3999174649794
2023-06-27,Tuesday,Rainy,239,,122.6,104.96,17.64,Dinner,Complex,0.6828571428571428,102.34105533109539,12547.013383592293,1805.2962160405227
2023-06-28,Wednesday,Rainy,377,Sports Day,192.57,153.6,38.98,Lunch,Medium,1.0771428571428572,69.04758729040152,13296.493884512622,2691.474952579851
2023-06-29,Thursday,Sunny,210,,93.12,87.44,5.68,Dinner,Complex,0.6,73.87559508103296,6879.295413945789,419.61338006026716
2023-06-30,Friday,Sunny,154,,88.06,76.68,11.38,Lunch,Simple,0.44,72.31687186995195,6368.223736867969,822.9660018800532
2023-07-01,Saturday,Sunny,155,,66.42,50.3,16.13,Breakfast,Medium,0.44285714285714284,48.75839351071436,3238.532496981648,786.4728873278226
2023-07-02,Sunday,Sunny,404,Fest,211.99,171.94,40.05,Dinner,Medium,1.1542857142857144,109.12095874727066,23132.55204483391,4370.29439782819
2023-07-03,Monday,Humid,273,Sports Day,123.71,114.23,9.47,Lunch,Simple,0.78,65.81379214884888,8141.824226734094,623.2566116495989
2023-07-04,Tuesday,Humid,276,Fest,111.28,97.4,13.88,Dinner,Complex,0.7885714285714286,83.17158808703061,9255.334322324767,1154.421642647985
2023-07-05,Wednesday,Cloudy,235,,119.53,110.25,9.29,Dinner,Medium,0.6714285714285714,77.41756720692892,9253.721808244214,719.2091993523696
2023-07-06,Thursday,Rainy,317,Seminar,148.73,121.98,26.75,Dinner,Simple,0.9057142857142857,86.19958619078767,12820.46445415585,2305.83893060357
2023-07-07,Friday,Sunny,416,Seminar,181.45,139.02,42.43,Breakfast,Complex,1.1885714285714286,36.70063461512456,6659.33015091435,1557.2079267197348
2023-07-08,Saturday,Sunny,235,,133.78,122.98,10.8,Dinner,Medium,0.6714285714285714,97.18309227666583,13001.154084772355,1049.577396587991
2023-07-09,Sunday,Sunny,222,Sports Day,101.62,93.5,8.11,Dinner,Simple,0.6342857142857142,86.1737438471418,8756.97584974655,698.8690626003199
2023-07-10,Monday,Rainy,318,Fest,187.21,146.29,40.92,Dinner,Simple,0.9085714285714286,72.77611132991015,13624.41580207248,2977.9984756199233
2023-07-11,Tuesday,Rainy,270,Fest,153.33,142.88,10.45,Lunch,Medium,0.7714285714285715,78.79515653160222,12081.66135099057,823.4093857552431
2023-07-12,Wednesday,Cloudy,315,Sports Day,156.37,140.89,15.48,Dinner,Medium,0.9,108.18403739628303,16916.737927656777,1674.6888988944613
2023-07-13,Thursday,Humid,393,Fest,203.78,175.83,27.96,Dinner,Complex,1.1228571428571428,98.05815047285023,19982.28990335742,2741.7058872208927
2023-07-14,Friday,Rainy,390,Seminar,184.62,161.54,23.08,Dinner,Complex,1.1142857142857143,96.67127696429468,17847.451153148082,2231.173072335921
2023-07-15,Saturday,Rainy,324,Seminar,136.42,103.09,33.33,Breakfast,Complex,0.9257142857142857,45.76529960228065,6243.302171743126,1525.3574357440139
2023-07-16,Sunday,Cloudy,256,Sports Day,114.46,95.33,19.13,Breakfast,Complex,0.7314285714285714,41.78725857686411,4782.969616707866,799.3902565754104
2023-07-17,Monday,Humid,296,,168.09,144.77,23.32,Dinner,Complex,0.8457142857142858,100.08626615478966,16823.500477958594,2334.0117267296946
2023-07-18,Tuesday,Cloudy,258,Sports Day,145.12,119.1,26.01,Dinner,Medium,0.7371428571428571,79.35892530922195,11516.567240874288,2064.125647292863
2023-07-19,Wednesday,Sunny,310,,170.21,156.3,13.91,Dinner,Complex,0.8857142857142857,100.13390538517511,17043.792035610655,1392.8626239077857
2023-07-20,Thursday,Rainy,255,Sports Day,147.15,115.76,31.39,Lunch,Simple,0.7285714285714285,86.98344000641343,12799.613196943737,2730.410181801318
2023-07-21,Friday,Humid,245,,119.09,105.79,13.3,Breakfast,Medium,0.7,45.52807556293487,5421.938518789914,605.5234049870338
2023-07-22,Saturday,Cloudy,379,Fest,182.52,169.93,12.59,Breakfast,Simple,1.082857142857143,43.57799994413305,7953.856549803164,548.6470192966351
2023-07-23,Sunday,Cloudy,357,Fest,210.3,161.06,49.24,Lunch,Simple,1.02,72.486703494404,15243.95374487316,3569.245280064453
2023-07-24,Monday,Sunny,219,,106.11,85.65,20.46,Lunch,Simple,0.6257142857142857,66.38084379603119,7043.671335196869,1358.1520640667982
2023-07-25,Tuesday,Rainy,366,Sports Day,171.2,145.79,25.41,Lunch,Medium,1.0457142857142858,66.51623848751377,11387.580029062357,1690.177619967725
2023-07-26,Wednesday,Humid,248,,133.3,122.48,10.82,Dinner,Complex,0.7085714285714285,109.54018440598342,14601.706581317592,1185.2247952727407
2023-07-27,Thursday,Sunny,292,Sports Day,173.25,142.61,30.64,Lunch,Simple,0.8342857142857143,69.83612308435211,12099.108324364002,2139.7788113045485
2023-07-28,Friday,Humid,206,,88.22,67.88,20.34,Breakfast,Simple,0.5885714285714285,39.85292997075986,3515.8254820204347,810.6085956052556
2023-07-29,Saturday,Cloudy,248,Fest,108.86,93.21,15.65,Breakfast,Medium,0.7085714285714285,47.11021804091687,5128.4183359342105,737.274912340349
2023-07-30,Sunday,Cloudy,365,Fest,202.22,173.38,28.84,Dinner,Simple,1.042857142857143,74.64880532426278,15095.48141267242,2152.8715455517386
2023-07-31,Monday,Rainy,378,Fest,171.12,160.47,10.65,Breakfast,Simple,1.08,44.73530715169093,7655.105759797352,476.43102116550847
