date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type
2023-04-22,Saturday,Humid,255,Fest,110.13,103.35,6.78,Dinner
2023-04-23,Sunday,Rainy,239,None,103.64,90.01,13.63,Dinner
2023-04-24,Monday,Rainy,307,Seminar,130.66,103.02,27.64,Breakfast
2023-04-25,Tuesday,Cloudy,237,Sports Day,140.07,131.25,8.83,Dinner
2023-04-26,Wednesday,Sunny,409,Fest,209.52,187.05,22.47,Dinner
2023-04-27,Thursday,Humid,191,None,81.38,70.7,10.69,Dinner
2023-04-28,Friday,Humid,267,Seminar,115.51,105.27,10.23,Lunch
2023-04-29,Saturday,Rainy,289,Sports Day,123.35,99.52,23.83,Dinner
2023-04-30,Sunday,Humid,172,None,78.56,62.4,16.16,Breakfast
2023-05-01,Monday,Humid,347,Fest,191.99,147.42,44.57,Lunch
2023-05-02,Tuesday,Sunny,410,Seminar,233.08,211.75,21.33,Breakfast
2023-05-03,Wednesday,Humid,314,None,152.98,127.83,25.15,Dinner
2023-05-04,Thursday,Cloudy,157,None,71.16,57.6,13.57,Lunch
2023-05-05,Friday,Rainy,216,Seminar,116.85,98.2,18.65,Lunch
2023-05-06,Saturday,Sunny,314,Seminar,127.05,106.2,20.85,Lunch
2023-05-07,Sunday,Cloudy,308,None,181.73,171.28,10.45,Lunch
2023-05-08,Monday,Cloudy,237,None,101.77,88.39,13.39,Breakfast
2023-05-09,Tuesday,Sunny,349,None,171.91,151.6,20.31,Dinner
2023-05-10,Wednesday,Sunny,306,Fest,122.64,104.24,18.4,Breakfast
2023-05-11,Thursday,Sunny,303,Fest,130.31,114.23,16.08,Dinner
2023-05-12,Friday,Humid,270,None,124.54,93.52,31.03,Lunch
2023-05-13,Saturday,Sunny,268,Sports Day,135.2,118.23,16.97,Breakfast
2023-05-14,Sunday,Humid,280,Fest,132.3,121.76,10.54,Lunch
2023-05-15,Monday,Sunny,243,Seminar,107.06,97.47,9.59,Breakfast
2023-05-16,Tuesday,Cloudy,152,None,87.61,67.18,20.43,Lunch
2023-05-17,Wednesday,Sunny,240,Fest,114.22,105.33,8.89,Lunch
2023-05-18,Thursday,Cloudy,254,Fest,121.95,114.9,7.05,Dinner
2023-05-19,Friday,Humid,344,None,144.55,120.44,24.11,Lunch
2023-05-20,Saturday,Rainy,360,Seminar,184.25,160.22,24.03,Lunch
2023-05-21,Sunday,Sunny,184,None,103.4,78.83,24.57,Breakfast
2023-05-22,Monday,Sunny,260,Fest,153.63,138.27,15.36,Dinner
2023-05-23,Tuesday,Rainy,231,Fest,101.36,77.26,24.1,Lunch
2023-05-24,Wednesday,Humid,338,Fest,139.33,105.35,33.98,Dinner
2023-05-25,Thursday,Sunny,375,Sports Day,216.86,183.53,33.32,Dinner
2023-05-26,Friday,Sunny,360,Fest,190.55,179.84,10.71,Lunch
2023-05-27,Saturday,Rainy,240,Fest,118.14,89.68,28.46,Lunch
2023-05-28,Sunday,Sunny,262,None,131.15,111.7,19.44,Dinner
2023-05-29,Monday,Sunny,309,Seminar,158.44,124.76,33.68,Breakfast
2023-05-30,Tuesday,Rainy,314,None,173.48,138.0,35.48,Breakfast
2023-05-31,Wednesday,Humid,352,Sports Day,164.4,132.73,31.67,Dinner
2023-06-01,Thursday,Sunny,294,Seminar,155.28,121.01,34.27,Lunch
2023-06-02,Friday,Cloudy,328,None,136.51,114.62,21.9,Lunch
2023-06-03,Saturday,Sunny,233,Seminar,114.76,106.71,8.05,Lunch
2023-06-04,Sunday,Sunny,251,Seminar,144.02,113.61,30.41,Breakfast
2023-06-05,Monday,Rainy,334,Seminar,158.35,127.33,31.02,Dinner
2023-06-06,Tuesday,Cloudy,259,Fest,109.1,93.95,15.15,Lunch
2023-06-07,Wednesday,Cloudy,209,Fest,122.84,100.41,22.43,Lunch
2023-06-08,Thursday,Rainy,331,Seminar,173.54,140.35,33.19,Lunch
2023-06-09,Friday,Rainy,191,Sports Day,108.47,81.93,26.55,Lunch
2023-06-10,Saturday,Rainy,304,Sports Day,168.85,156.35,12.5,Dinner
2023-06-11,Sunday,Sunny,363,Sports Day,169.47,136.72,32.75,Lunch
2023-06-12,Monday,Humid,242,Sports Day,118.4,107.61,10.79,Lunch
2023-06-13,Tuesday,Cloudy,275,None,121.03,96.94,24.09,Lunch
2023-06-14,Wednesday,Sunny,217,Seminar,94.41,77.66,16.75,Breakfast
2023-06-15,Thursday,Humid,191,None,88.82,69.97,18.85,Breakfast
2023-06-16,Friday,Sunny,237,Sports Day,95.5,80.63,14.87,Dinner
2023-06-17,Saturday,Rainy,316,Seminar,162.22,131.95,30.28,Dinner
2023-06-18,Sunday,Humid,347,Seminar,141.53,122.34,19.19,Dinner
2023-06-19,Monday,Humid,313,Sports Day,158.87,148.98,9.9,Lunch
2023-06-20,Tuesday,Sunny,248,Fest,136.55,124.26,12.29,Lunch
2023-06-21,Wednesday,Rainy,180,None,99.77,76.08,23.69,Dinner
2023-06-22,Thursday,Humid,235,Fest,97.64,91.54,6.09,Lunch
2023-06-23,Friday,Humid,219,Seminar,92.99,87.87,5.12,Breakfast
2023-06-24,Saturday,Sunny,318,Sports Day,144.18,115.82,28.37,Breakfast
2023-06-25,Sunday,Cloudy,217,Fest,114.19,101.13,13.06,Lunch
2023-06-26,Monday,Cloudy,277,Sports Day,118.98,102.29,16.69,Lunch
2023-06-27,Tuesday,Humid,220,Sports Day,128.08,106.17,21.91,Breakfast
2023-06-28,Wednesday,Cloudy,304,Fest,175.99,158.01,17.97,Lunch
2023-06-29,Thursday,Sunny,230,None,131.62,114.66,16.96,Lunch
2023-06-30,Friday,Rainy,268,Fest,117.26,97.66,19.6,Breakfast
2023-07-01,Saturday,Cloudy,219,Seminar,129.35,114.97,14.38,Dinner
2023-07-02,Sunday,Humid,336,Seminar,154.9,133.29,21.61,Lunch
2023-07-03,Monday,Sunny,345,Seminar,149.19,136.08,13.11,Lunch
2023-07-04,Tuesday,Cloudy,337,Fest,174.3,151.41,22.89,Dinner
2023-07-05,Wednesday,Cloudy,318,Sports Day,156.92,128.46,28.45,Breakfast
2023-07-06,Thursday,Rainy,296,Sports Day,171.37,148.03,23.34,Lunch
2023-07-07,Friday,Sunny,259,None,137.74,110.19,27.55,Dinner
2023-07-08,Saturday,Humid,341,Sports Day,139.98,106.44,33.54,Lunch
2023-07-09,Sunday,Cloudy,288,Fest,148.88,113.44,35.44,Breakfast
2023-07-10,Monday,Cloudy,266,Sports Day,135.78,124.43,11.35,Breakfast
2023-07-11,Tuesday,Cloudy,275,Seminar,138.71,118.47,20.24,Breakfast
2023-07-12,Wednesday,Sunny,303,Sports Day,121.36,93.29,28.07,Dinner
2023-07-13,Thursday,Sunny,252,Seminar,105.79,99.19,6.6,Breakfast
2023-07-14,Friday,Humid,202,Seminar,81.78,63.68,18.1,Breakfast
2023-07-15,Saturday,Humid,263,Seminar,109.49,100.34,9.15,Breakfast
2023-07-16,Sunday,Sunny,299,Sports Day,130.72,101.81,28.9,Dinner
2023-07-17,Monday,Sunny,272,Seminar,133.31,123.61,9.7,Dinner
2023-07-18,Tuesday,Sunny,363,Sports Day,169.61,156.52,13.09,Breakfast
2023-07-19,Wednesday,Sunny,228,None,101.04,79.07,21.97,Lunch
2023-07-20,Thursday,Cloudy,363,Seminar,156.44,130.58,25.87,Lunch
2023-07-21,Friday,Cloudy,344,Sports Day,192.59,146.73,45.86,Dinner
2023-07-22,Saturday,Cloudy,244,None,131.82,118.86,12.96,Lunch
2023-07-23,Sunday,Rainy,221,Fest,92.13,83.24,8.9,Dinner
2023-07-24,Monday,Rainy,250,Sports Day,140.87,122.32,18.55,Lunch
2023-07-25,Tuesday,Cloudy,254,Fest,129.51,116.6,12.91,Lunch
2023-07-26,Wednesday,Cloudy,230,None,94.13,74.38,19.75,Lunch
2023-07-27,Thursday,Humid,249,Fest,132.03,123.88,8.15,Lunch
2023-07-28,Friday,Rainy,233,Sports Day,115.03,104.48,10.55,Dinner
2023-07-29,Saturday,Humid,319,None,149.34,140.94,8.39,Lunch
2023-07-30,Sunday,Rainy,245,Fest,140.53,107.08,33.45,Dinner
2023-07-31,Monday,Humid,325,Seminar,144.93,121.42,23.51,Breakfast
2023-08-01,Tuesday,Cloudy,237,Sports Day,119.12,96.21,22.91,Breakfast
2023-08-02,Wednesday,Sunny,286,None,139.46,130.47,8.99,Dinner
2023-08-03,Thursday,Humid,290,Sports Day,119.77,92.19,27.58,Dinner
2023-08-04,Friday,Humid,156,None,90.9,76.64,14.26,Dinner
2023-08-05,Saturday,Sunny,336,Seminar,184.77,139.38,45.39,Lunch
2023-08-06,Sunday,Sunny,209,Fest,113.46,103.48,9.98,Lunch
2023-08-07,Monday,Sunny,323,None,142.81,129.82,12.98,Breakfast
2023-08-08,Tuesday,Sunny,352,Sports Day,198.85,162.63,36.22,Breakfast
2023-08-09,Wednesday,Sunny,323,Seminar,155.43,142.29,13.13,Lunch
2023-08-10,Thursday,Humid,223,Sports Day,92.48,77.56,14.92,Dinner
2023-08-11,Friday,Humid,218,Fest,117.89,109.78,8.11,Breakfast
2023-08-12,Saturday,Humid,389,Seminar,211.41,188.49,22.92,Lunch
2023-08-13,Sunday,Rainy,202,Sports Day,103.19,84.36,18.83,Breakfast
2023-08-14,Monday,Cloudy,304,Sports Day,152.27,138.51,13.76,Dinner
2023-08-15,Tuesday,Rainy,199,None,98.12,76.71,21.41,Dinner
2023-08-16,Wednesday,Rainy,278,Fest,163.93,130.89,33.04,Lunch
2023-08-17,Thursday,Rainy,308,None,174.43,153.17,21.27,Lunch
2023-08-18,Friday,Sunny,417,Sports Day,168.84,137.08,31.76,Breakfast
2023-08-19,Saturday,Cloudy,307,Sports Day,167.59,129.48,38.1,Breakfast
2023-08-20,Sunday,Cloudy,306,Fest,177.22,137.69,39.52,Dinner
2023-08-21,Monday,Cloudy,224,Fest,126.65,105.76,20.89,Dinner
2023-08-22,Tuesday,Humid,336,Fest,140.58,122.37,18.21,Dinner
2023-08-23,Wednesday,Rainy,297,Seminar,135.86,125.44,10.42,Lunch
2023-08-24,Thursday,Cloudy,298,Seminar,128.18,100.91,27.27,Dinner
2023-08-25,Friday,Rainy,235,Seminar,128.92,105.68,23.24,Breakfast
2023-08-26,Saturday,Rainy,392,Sports Day,209.95,165.92,44.04,Dinner
2023-08-27,Sunday,Sunny,275,Sports Day,128.75,108.17,20.58,Lunch
2023-08-28,Monday,Rainy,298,Sports Day,131.23,120.48,10.75,Breakfast
2023-08-29,Tuesday,Humid,320,None,174.13,146.43,27.7,Breakfast
2023-08-30,Wednesday,Rainy,328,Sports Day,132.73,107.25,25.48,Lunch
2023-08-31,Thursday,Sunny,242,Fest,100.01,78.45,21.56,Dinner
2023-09-01,Friday,Sunny,209,Sports Day,87.34,76.9,10.45,Lunch
2023-09-02,Saturday,Sunny,175,None,77.09,71.07,6.02,Breakfast
2023-09-03,Sunday,Cloudy,362,Fest,202.79,187.52,15.27,Dinner
2023-09-04,Monday,Cloudy,235,None,94.85,82.52,12.33,Lunch
2023-09-05,Tuesday,Sunny,296,Sports Day,137.6,111.65,25.95,Breakfast
2023-09-06,Wednesday,Humid,330,Fest,145.69,110.14,35.55,Dinner
2023-09-07,Thursday,Rainy,278,Sports Day,165.54,155.76,9.78,Breakfast
2023-09-08,Friday,Cloudy,352,Sports Day,205.57,184.13,21.44,Dinner
2023-09-09,Saturday,Humid,244,Seminar,145.19,111.1,34.09,Dinner
2023-09-10,Sunday,Cloudy,154,None,77.37,60.98,16.39,Breakfast
2023-09-11,Monday,Rainy,214,Sports Day,106.93,91.84,15.09,Breakfast
2023-09-12,Tuesday,Sunny,192,Sports Day,81.16,74.83,6.33,Dinner
2023-09-13,Wednesday,Sunny,321,None,143.47,109.86,33.61,Breakfast
2023-09-14,Thursday,Sunny,279,Seminar,137.98,126.33,11.65,Dinner
2023-09-15,Friday,Sunny,252,Fest,103.47,81.61,21.86,Dinner
2023-09-16,Saturday,Sunny,367,Fest,154.9,131.79,23.12,Breakfast
2023-09-17,Sunday,Cloudy,252,Seminar,146.69,110.15,36.54,Lunch
2023-09-18,Monday,Rainy,417,Seminar,224.75,194.52,30.23,Lunch
2023-09-19,Tuesday,Cloudy,226,Seminar,94.91,89.66,5.26,Dinner
2023-09-20,Wednesday,Sunny,390,Fest,219.74,170.65,49.09,Dinner
2023-09-21,Thursday,Cloudy,229,Seminar,101.04,86.99,14.05,Lunch
2023-09-22,Friday,Rainy,378,Seminar,158.83,148.28,10.54,Lunch
2023-09-23,Saturday,Humid,247,None,133.88,104.63,29.25,Dinner
2023-09-24,Sunday,Sunny,363,Sports Day,182.46,151.33,31.13,Lunch
2023-09-25,Monday,Humid,281,None,154.93,141.46,13.47,Lunch
2023-09-26,Tuesday,Humid,263,Sports Day,129.39,104.73,24.66,Dinner
2023-09-27,Wednesday,Cloudy,333,None,171.55,146.4,25.15,Lunch
2023-09-28,Thursday,Sunny,220,None,106.59,82.79,23.8,Dinner
2023-09-29,Friday,Cloudy,335,None,197.62,157.46,40.16,Dinner
2023-09-30,Saturday,Rainy,329,Sports Day,188.96,152.16,36.81,Breakfast
2023-10-01,Sunday,Cloudy,294,Seminar,150.78,124.74,26.04,Breakfast
2023-10-02,Monday,Cloudy,272,Fest,161.58,125.43,36.15,Dinner
2023-10-03,Tuesday,Sunny,257,Sports Day,105.66,97.32,8.34,Lunch
2023-10-04,Wednesday,Rainy,337,None,184.48,161.02,23.46,Breakfast
2023-10-05,Thursday,Cloudy,282,Seminar,117.45,104.23,13.22,Lunch
2023-10-06,Friday,Humid,263,None,122.0,97.83,24.17,Lunch
2023-10-07,Saturday,Humid,265,Seminar,114.98,97.19,17.79,Breakfast
2023-10-08,Sunday,Rainy,276,Seminar,160.13,132.15,27.97,Lunch
2023-10-09,Monday,Humid,318,None,160.13,132.69,27.44,Breakfast
2023-10-10,Tuesday,Humid,290,Seminar,148.12,127.74,20.38,Breakfast
2023-10-11,Wednesday,Humid,318,Seminar,171.88,150.14,21.74,Dinner
2023-10-12,Thursday,Sunny,234,Seminar,126.57,118.38,8.19,Lunch
2023-10-13,Friday,Sunny,336,None,164.95,129.28,35.67,Breakfast
2023-10-14,Saturday,Humid,385,Sports Day,159.59,147.03,12.56,Breakfast
2023-10-15,Sunday,Rainy,242,Fest,112.49,98.36,14.13,Lunch
2023-10-16,Monday,Cloudy,237,Fest,113.77,87.09,26.68,Breakfast
2023-10-17,Tuesday,Humid,260,Fest,114.05,102.63,11.43,Dinner
2023-10-18,Wednesday,Cloudy,287,None,132.77,106.07,26.7,Lunch
2023-10-19,Thursday,Rainy,298,Sports Day,140.87,106.43,34.44,Breakfast
2023-10-20,Friday,Cloudy,183,Fest,100.03,78.33,21.7,Lunch
2023-10-21,Saturday,Sunny,291,None,165.06,153.28,11.78,Breakfast
2023-10-22,Sunday,Humid,363,Seminar,154.77,142.77,12.0,Dinner
2023-10-23,Monday,Sunny,326,Sports Day,194.91,162.53,32.38,Lunch
2023-10-24,Tuesday,Humid,312,Sports Day,136.81,109.86,26.96,Breakfast
2023-10-25,Wednesday,Rainy,344,Seminar,148.58,112.53,36.05,Breakfast
2023-10-26,Thursday,Sunny,338,Seminar,179.33,140.04,39.29,Lunch
2023-10-27,Friday,Rainy,265,Seminar,151.84,115.52,36.32,Lunch
2023-10-28,Saturday,Rainy,323,Sports Day,145.57,119.9,25.67,Breakfast
2023-10-29,Sunday,Rainy,288,Sports Day,129.9,99.72,30.18,Lunch
2023-10-30,Monday,Humid,281,Fest,158.02,124.12,33.9,Breakfast
2023-10-31,Tuesday,Cloudy,339,Fest,146.67,117.76,28.91,Lunch
2023-11-01,Wednesday,Cloudy,348,Sports Day,179.89,167.38,12.51,Lunch
2023-11-02,Thursday,Rainy,228,Fest,92.06,74.97,17.08,Dinner
2023-11-03,Friday,Rainy,210,Seminar,98.96,88.86,10.1,Lunch
2023-11-04,Saturday,Rainy,395,Fest,208.84,180.74,28.1,Breakfast
2023-11-05,Sunday,Cloudy,356,Seminar,209.64,162.59,47.05,Breakfast
2023-11-06,Monday,Sunny,392,Sports Day,188.59,165.11,23.48,Breakfast
2023-11-07,Tuesday,Cloudy,421,Fest,197.08,167.61,29.48,Lunch
2023-11-08,Wednesday,Cloudy,316,Sports Day,151.43,138.61,12.83,Lunch
2023-11-09,Thursday,Cloudy,392,Sports Day,157.78,121.99,35.78,Breakfast
2023-11-10,Friday,Sunny,273,Sports Day,131.5,106.19,25.31,Dinner
2023-11-11,Saturday,Sunny,315,Sports Day,167.34,131.52,35.82,Breakfast
2023-11-12,Sunday,Rainy,229,Sports Day,124.85,96.7,28.16,Dinner
2023-11-13,Monday,Sunny,338,None,185.69,155.34,30.35,Breakfast
2023-11-14,Tuesday,Sunny,233,Fest,124.26,97.0,27.26,Dinner
2023-11-15,Wednesday,Sunny,229,None,110.53,93.37,17.16,Lunch
2023-11-16,Thursday,Rainy,244,Seminar,124.9,100.72,24.17,Breakfast
2023-11-17,Friday,Cloudy,271,None,148.65,134.26,14.39,Lunch
2023-11-18,Saturday,Humid,390,Fest,191.29,152.09,39.19,Lunch
2023-11-19,Sunday,Humid,255,None,138.77,126.2,12.57,Breakfast
2023-11-20,Monday,Sunny,260,Seminar,153.88,119.41,34.47,Lunch
2023-11-21,Tuesday,Cloudy,371,Seminar,219.16,202.81,16.35,Dinner
2023-11-22,Wednesday,Sunny,349,None,189.18,161.14,28.04,Breakfast
2023-11-23,Thursday,Sunny,303,Sports Day,177.03,146.01,31.03,Dinner
2023-11-24,Friday,Rainy,298,Seminar,125.17,118.55,6.62,Breakfast
2023-11-25,Saturday,Cloudy,156,None,91.12,80.11,11.01,Breakfast
2023-11-26,Sunday,Rainy,282,Seminar,116.83,109.0,7.83,Lunch
2023-11-27,Monday,Sunny,287,Seminar,141.25,111.04,30.21,Lunch
2023-11-28,Tuesday,Humid,410,Fest,177.53,154.62,22.91,Lunch
2023-11-29,Wednesday,Sunny,198,Seminar,83.01,63.91,19.1,Breakfast
2023-11-30,Thursday,Rainy,357,Sports Day,171.6,159.71,11.9,Dinner
2023-12-01,Friday,Humid,379,Fest,197.25,171.53,25.72,Dinner
2023-12-02,Saturday,Cloudy,250,None,123.72,114.76,8.97,Dinner
2023-12-03,Sunday,Sunny,153,None,69.49,52.92,16.57,Dinner
2023-12-04,Monday,Cloudy,385,Sports Day,186.56,159.38,27.18,Breakfast
2023-12-05,Tuesday,Rainy,327,Fest,170.83,158.82,12.01,Dinner
2023-12-06,Wednesday,Cloudy,195,Seminar,83.07,78.75,4.32,Breakfast
2023-12-07,Thursday,Humid,276,None,136.38,105.74,30.64,Breakfast
2023-12-08,Friday,Sunny,318,Fest,172.91,136.66,36.24,Breakfast
2023-12-09,Saturday,Sunny,210,Fest,96.6,73.65,22.95,Breakfast
2023-12-10,Sunday,Sunny,333,Sports Day,174.55,156.1,18.45,Breakfast
2023-12-11,Monday,Humid,411,Fest,201.22,164.17,37.05,Dinner
2023-12-12,Tuesday,Rainy,264,Seminar,113.12,97.4,15.72,Dinner
2023-12-13,Wednesday,Cloudy,241,Fest,111.72,84.06,27.65,Breakfast
2023-12-14,Thursday,Rainy,339,Seminar,147.7,139.96,7.73,Dinner
2023-12-15,Friday,Cloudy,355,Fest,185.33,161.21,24.12,Breakfast
2023-12-16,Saturday,Humid,313,Seminar,131.95,108.96,22.98,Dinner
2023-12-17,Sunday,Cloudy,229,Sports Day,115.62,108.3,7.33,Dinner
2023-12-18,Monday,Humid,353,Sports Day,204.08,171.62,32.47,Dinner
2023-12-19,Tuesday,Rainy,318,Seminar,180.25,144.31,35.94,Lunch
2023-12-20,Wednesday,Cloudy,323,Seminar,160.91,143.5,17.42,Breakfast
2023-12-21,Thursday,Cloudy,244,None,126.29,107.25,19.04,Breakfast
2023-12-22,Friday,Sunny,404,Fest,170.93,146.42,24.51,Breakfast
2023-12-23,Saturday,Cloudy,231,Sports Day,124.23,103.63,20.59,Breakfast
2023-12-24,Sunday,Humid,234,None,103.02,93.15,9.87,Lunch
2023-12-25,Monday,Rainy,406,Sports Day,181.61,155.32,26.29,Breakfast
2023-12-26,Tuesday,Rainy,350,Sports Day,172.72,155.34,17.37,Lunch
2023-12-27,Wednesday,Cloudy,401,Sports Day,207.15,164.64,42.51,Lunch
2023-12-28,Thursday,Humid,397,Fest,160.18,124.93,35.26,Dinner
2023-12-29,Friday,Humid,355,Seminar,157.28,126.06,31.22,Dinner
2023-12-30,Saturday,Rainy,327,None,143.75,121.17,22.58,Lunch
2023-12-31,Sunday,Sunny,250,Seminar,137.29,123.81,13.48,Breakfast
2023-01-01,Sunday,Cloudy,337,Seminar,152.34,127.14,25.19,Lunch
2023-01-02,Monday,Sunny,209,None,118.63,101.41,17.22,Breakfast
2023-01-03,Tuesday,Cloudy,275,Seminar,128.31,120.58,7.73,Breakfast
2023-01-04,Wednesday,Rainy,162,None,90.17,71.37,18.8,Lunch
2023-01-05,Thursday,Cloudy,341,Fest,197.47,187.53,9.95,Dinner
2023-01-06,Friday,Cloudy,229,Seminar,91.64,82.02,9.62,Dinner
2023-01-07,Saturday,Rainy,329,Seminar,192.02,158.5,33.51,Dinner
2023-01-08,Sunday,Sunny,263,Fest,130.79,103.07,27.72,Lunch
2023-01-09,Monday,Cloudy,260,Sports Day,115.04,91.84,23.2,Lunch
2023-01-10,Tuesday,Cloudy,204,None,81.61,76.88,4.73,Dinner
2023-01-11,Wednesday,Sunny,215,Seminar,122.51,92.65,29.87,Dinner
2023-01-12,Thursday,Humid,185,None,75.02,71.24,3.78,Dinner
2023-01-13,Friday,Rainy,402,Fest,169.33,132.07,37.26,Breakfast
2023-01-14,Saturday,Cloudy,265,None,138.17,108.96,29.21,Dinner
2023-01-15,Sunday,Humid,312,Fest,166.58,136.5,30.08,Dinner
2023-01-16,Monday,Cloudy,335,None,156.86,141.3,15.56,Dinner
2023-01-17,Tuesday,Sunny,217,None,90.73,69.05,21.68,Breakfast
2023-01-18,Wednesday,Humid,374,Seminar,184.2,153.49,30.7,Breakfast
2023-01-19,Thursday,Sunny,218,Seminar,96.4,90.28,6.12,Lunch
2023-01-20,Friday,Sunny,305,None,160.71,123.31,37.39,Lunch
2023-01-21,Saturday,Cloudy,291,None,123.77,116.06,7.71,Lunch
2023-01-22,Sunday,Sunny,227,Sports Day,135.54,107.04,28.5,Dinner
2023-01-23,Monday,Sunny,357,Seminar,185.63,161.19,24.45,Lunch
2023-01-24,Tuesday,Rainy,258,Seminar,110.97,91.9,19.07,Lunch
2023-01-25,Wednesday,Rainy,270,Sports Day,159.19,133.73,25.46,Dinner
2023-01-26,Thursday,Rainy,312,Fest,168.66,130.18,38.48,Breakfast
2023-01-27,Friday,Rainy,303,Sports Day,181.76,142.99,38.77,Breakfast
2023-01-28,Saturday,Cloudy,414,Seminar,166.94,137.06,29.88,Breakfast
2023-01-29,Sunday,Cloudy,383,Fest,205.66,192.08,13.58,Breakfast
2023-01-30,Monday,Humid,293,None,141.63,114.14,27.5,Dinner
2023-01-31,Tuesday,Cloudy,389,Sports Day,189.12,175.56,13.56,Dinner
2023-02-01,Wednesday,Humid,371,Sports Day,183.67,139.16,44.51,Lunch
2023-02-02,Thursday,Humid,355,Sports Day,158.81,136.14,22.67,Breakfast
2023-02-03,Friday,Humid,319,None,187.91,156.71,31.2,Breakfast
2023-02-04,Saturday,Rainy,207,Fest,85.73,79.36,6.37,Breakfast
2023-02-05,Sunday,Cloudy,353,Seminar,164.03,132.85,31.18,Lunch
2023-02-06,Monday,Humid,359,Sports Day,175.21,140.77,34.44,Lunch
2023-02-07,Tuesday,Humid,245,Sports Day,133.99,102.65,31.34,Breakfast
2023-02-08,Wednesday,Rainy,201,Sports Day,99.31,91.43,7.88,Lunch
2023-02-09,Thursday,Sunny,340,None,160.83,133.52,27.3,Breakfast
2023-02-10,Friday,Rainy,299,Fest,144.9,116.5,28.4,Dinner
2023-02-11,Saturday,Cloudy,405,Seminar,213.62,182.17,31.45,Lunch
2023-02-12,Sunday,Cloudy,273,Fest,154.12,121.51,32.61,Dinner
2023-02-13,Monday,Cloudy,345,None,176.56,157.54,19.02,Dinner
2023-02-14,Tuesday,Cloudy,227,Sports Day,123.62,109.28,14.34,Breakfast
2023-02-15,Wednesday,Sunny,277,None,154.74,118.62,36.11,Dinner
2023-02-16,Thursday,Cloudy,331,None,173.42,157.91,15.5,Dinner
2023-02-17,Friday,Humid,380,Fest,197.91,157.97,39.94,Dinner
2023-02-18,Saturday,Humid,319,Fest,137.16,113.38,23.78,Dinner
2023-02-19,Sunday,Cloudy,405,Fest,212.16,193.07,19.09,Breakfast
2023-02-20,Monday,Sunny,405,Sports Day,214.17,176.71,37.46,Lunch
2023-02-21,Tuesday,Rainy,386,Seminar,176.3,147.55,28.75,Lunch
2023-02-22,Wednesday,Rainy,297,Fest,133.08,123.01,10.07,Lunch
2023-02-23,Thursday,Sunny,218,Sports Day,118.97,97.99,20.98,Dinner
2023-02-24,Friday,Sunny,304,None,180.87,140.66,40.22,Lunch
2023-02-25,Saturday,Humid,370,Seminar,160.07,141.74,18.33,Breakfast
2023-02-26,Sunday,Rainy,296,Seminar,169.33,136.88,32.44,Lunch
2023-02-27,Monday,Cloudy,351,Seminar,205.57,158.43,47.15,Breakfast
2023-02-28,Tuesday,Cloudy,290,Seminar,141.88,114.24,27.64,Breakfast
2023-03-01,Wednesday,Humid,260,Seminar,144.95,109.01,35.94,Dinner
2023-03-02,Thursday,Cloudy,339,Fest,175.51,148.6,26.9,Lunch
2023-03-03,Friday,Humid,303,Sports Day,140.19,113.89,26.3,Breakfast
2023-03-04,Saturday,Humid,358,Seminar,151.09,119.38,31.71,Breakfast
2023-03-05,Sunday,Rainy,221,None,118.59,104.72,13.87,Dinner
2023-03-06,Monday,Humid,225,Sports Day,119.0,95.32,23.69,Breakfast
2023-03-07,Tuesday,Sunny,296,None,134.68,108.39,26.28,Breakfast
2023-03-08,Wednesday,Cloudy,190,Sports Day,93.09,75.49,17.59,Dinner
2023-03-09,Thursday,Humid,335,Sports Day,155.48,132.62,22.86,Lunch
2023-03-10,Friday,Sunny,192,None,81.99,75.84,6.15,Lunch
2023-03-11,Saturday,Cloudy,159,None,86.43,77.24,9.19,Lunch
2023-03-12,Sunday,Humid,298,Sports Day,154.3,143.32,10.98,Lunch
2023-03-13,Monday,Cloudy,388,Sports Day,163.35,141.02,22.32,Breakfast
2023-03-14,Tuesday,Rainy,229,None,92.45,75.32,17.13,Breakfast
2023-03-15,Wednesday,Humid,266,None,107.71,92.53,15.17,Breakfast
2023-03-16,Thursday,Cloudy,259,Sports Day,137.56,104.31,33.25,Dinner
2023-03-17,Friday,Sunny,278,Sports Day,148.53,116.42,32.11,Breakfast
2023-03-18,Saturday,Rainy,348,Sports Day,202.37,170.52,31.85,Dinner
2023-03-19,Sunday,Humid,393,Seminar,172.19,131.43,40.76,Lunch
2023-03-20,Monday,Cloudy,277,Seminar,163.68,123.18,40.5,Breakfast
2023-03-21,Tuesday,Sunny,314,Fest,180.65,143.86,36.79,Breakfast
2023-03-22,Wednesday,Sunny,243,Sports Day,115.24,98.47,16.77,Dinner
2023-03-23,Thursday,Sunny,343,Seminar,140.6,130.69,9.9,Breakfast
2023-03-24,Friday,Rainy,344,Fest,206.18,177.98,28.2,Dinner
2023-03-25,Saturday,Humid,361,Seminar,180.33,157.9,22.43,Lunch
2023-03-26,Sunday,Humid,241,Sports Day,139.92,117.41,22.52,Dinner
2023-03-27,Monday,Humid,181,None,85.87,70.62,15.26,Breakfast
2023-03-28,Tuesday,Rainy,328,Seminar,149.34,129.41,19.93,Breakfast
2023-03-29,Wednesday,Rainy,291,Seminar,161.17,144.63,16.55,Dinner
